Division,Season,Crop,Variety,pH,Soil Type
Kundapura,Summer,Vegetables,Cucumber,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Cucumber,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Cucumber,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Cucumber,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Cucumber,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Cucumber,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Cucumber,4.71–6.17,Laterite & Sandy Loam
Byndoor,Summer,Vegetables,Cucumber,4.38–6.86,Coastal Alluvium & Laterite
Byndoor,Summer,Vegetables,Cucumber,4.38–6.86,Coastal Alluvium & Laterite
Kundapura,Summer,Vegetables,Cucumber,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Cucumber,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Cucumber,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Cucumber,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Cucumber,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Cucumber,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Cucumber,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Cucumber,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Cucumber,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Cucumber,4.71–6.17,Laterite & Sandy Loam
Kundapura,Summer,Vegetables,Cucumber,4.71–6.17,Laterite & Sandy Loam
Karkala,Kharif,Paddy,MO-4 (Bhadra),4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,MO-4 (Bhadra),4.72–5.98,Lateritic & Red Loamy
Hebri,Kharif,Paddy,MO-4 (Bhadra),4.65–6.64,Red Loamy (Forest Brown)
Karkala,Kharif,Paddy,MO-4 (Bhadra),4.72–5.98,Lateritic & Red Loamy
Hebri,Kharif,Paddy,MO-4 (Bhadra),4.65–6.64,Red Loamy (Forest Brown)
Karkala,Kharif,Paddy,MO-4 (Bhadra),4.72–5.98,Lateritic & Red Loamy
Hebri,Kharif,Paddy,MO-4 (Bhadra),4.65–6.64,Red Loamy (Forest Brown)
Karkala,Kharif,Paddy,MO-4 (Bhadra),4.72–5.98,Lateritic & Red Loamy
Hebri,Kharif,Paddy,MO-4 (Bhadra),4.65–6.64,Red Loamy (Forest Brown)
Karkala,Kharif,Paddy,MO-4 (Bhadra),4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,MO-4 (Bhadra),4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,MO-4 (Bhadra),4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,MO-4 (Bhadra),4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,MO-4 (Bhadra),4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,MO-4 (Bhadra),4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,MO-4 (Bhadra),4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,MO-4 (Bhadra),4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,MO-4 (Bhadra),4.72–5.98,Lateritic & Red Loamy
Hebri,Kharif,Paddy,MO-4 (Bhadra),4.65–6.64,Red Loamy (Forest Brown)
Karkala,Kharif,Paddy,MO-4 (Bhadra),4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,MO-4 (Bhadra),4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,MO-4 (Bhadra),4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,MO-4 (Bhadra),4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,MO-4 (Bhadra),4.72–5.98,Lateritic & Red Loamy
Hebri,Kharif,Paddy,MO-4 (Bhadra),4.65–6.64,Red Loamy (Forest Brown)
Karkala,Kharif,Paddy,MO-4 (Bhadra),4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,MO-4 (Bhadra),4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,Mahaveer,4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,Mahaveer,4.72–5.98,Lateritic & Red Loamy
Hebri,Kharif,Paddy,Mahaveer,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Kharif,Paddy,Mahaveer,4.72–5.98,Lateritic & Red Loamy
Hebri,Kharif,Paddy,Mahaveer,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Kharif,Paddy,Mahaveer,4.72–5.98,Lateritic & Red Loamy
Hebri,Kharif,Paddy,Mahaveer,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Kharif,Paddy,Mahaveer,4.72–5.98,Lateritic & Red Loamy
Hebri,Kharif,Paddy,Mahaveer,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Kharif,Paddy,Mahaveer,4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,Mahaveer,4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,Mahaveer,4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,Mahaveer,4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,Mahaveer,4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,Mahaveer,4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,Mahaveer,4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,Mahaveer,4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,Mahaveer,4.72–5.98,Lateritic & Red Loamy
Hebri,Kharif,Paddy,Mahaveer,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Kharif,Paddy,Mahaveer,4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,Mahaveer,4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,Mahaveer,4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,Mahaveer,4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,Mahaveer,4.72–5.98,Lateritic & Red Loamy
Hebri,Kharif,Paddy,Mahaveer,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Kharif,Paddy,Mahaveer,4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,Mahaveer,4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,Sahyadri Brahma,4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,Sahyadri Brahma,4.72–5.98,Lateritic & Red Loamy
Hebri,Kharif,Paddy,Sahyadri Brahma,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Kharif,Paddy,Sahyadri Brahma,4.72–5.98,Lateritic & Red Loamy
Hebri,Kharif,Paddy,Sahyadri Brahma,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Kharif,Paddy,Sahyadri Brahma,4.72–5.98,Lateritic & Red Loamy
Hebri,Kharif,Paddy,Sahyadri Brahma,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Kharif,Paddy,Sahyadri Brahma,4.72–5.98,Lateritic & Red Loamy
Hebri,Kharif,Paddy,Sahyadri Brahma,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Kharif,Paddy,Sahyadri Brahma,4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,Sahyadri Brahma,4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,Sahyadri Brahma,4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,Sahyadri Brahma,4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,Sahyadri Brahma,4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,Sahyadri Brahma,4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,Sahyadri Brahma,4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,Sahyadri Brahma,4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,Sahyadri Brahma,4.72–5.98,Lateritic & Red Loamy
Hebri,Kharif,Paddy,Sahyadri Brahma,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Kharif,Paddy,Sahyadri Brahma,4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,Sahyadri Brahma,4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,Sahyadri Brahma,4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,Sahyadri Brahma,4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,Sahyadri Brahma,4.72–5.98,Lateritic & Red Loamy
Hebri,Kharif,Paddy,Sahyadri Brahma,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Kharif,Paddy,Sahyadri Brahma,4.72–5.98,Lateritic & Red Loamy
Karkala,Kharif,Paddy,Sahyadri Brahma,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Paddy,,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Paddy,,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Paddy,,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Paddy,,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Paddy,,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Paddy,,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Paddy,,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Paddy,,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Paddy,,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Paddy,,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Paddy,,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Paddy,,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,MO-4,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,MO-4,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Paddy,MO-4,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Paddy,MO-4,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Paddy,MO-4,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Paddy,MO-4,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Paddy,MO-4,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Paddy,MO-4,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Paddy,MO-4,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Paddy,MO-4,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,MO-4,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,MO-4,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,MO-4,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,MO-4,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,MO-4,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,MO-4,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,MO-4,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,MO-4,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Paddy,MO-4,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Paddy,MO-4,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,MO-4,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,MO-4,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,MO-4,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,MO-4,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Paddy,MO-4,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Paddy,MO-4,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,MO-4,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Paddy,,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Paddy,,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Paddy,,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Paddy,,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Paddy,,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Paddy,,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Paddy,,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Groundnut,TMV-2,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Groundnut,TMV-2,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Groundnut,TMV-2,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Groundnut,TMV-2,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Groundnut,TMV-2,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Groundnut,TMV-2,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,TMV-2,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Groundnut,DH 3-30,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Groundnut,DH 3-30,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Groundnut,DH 3-30,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Groundnut,DH 3-30,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Groundnut,DH 3-30,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Groundnut,DH 3-30,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,DH 3-30,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,DH-40,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,DH-40,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Groundnut,DH-40,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Groundnut,DH-40,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Groundnut,DH-40,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Groundnut,DH-40,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Groundnut,DH-40,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Groundnut,DH-40,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Groundnut,DH-40,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Groundnut,DH-40,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,DH-40,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,DH-40,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,DH-40,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,DH-40,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,DH-40,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,DH-40,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,DH-40,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,DH-40,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Groundnut,DH-40,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Groundnut,DH-40,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,DH-40,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,DH-40,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,DH-40,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,DH-40,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Groundnut,DH-40,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Groundnut,DH-40,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Groundnut,DH-40,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Black gram,LBG-17,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Black gram,LBG-17,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Black gram,LBG-17,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Black gram,LBG-17,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Black gram,LBG-17,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Black gram,LBG-17,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Black gram,LBG-17,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Black gram,LBG-17,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Black gram,LBG-17,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Black gram,LBG-17,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Black gram,LBG-17,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Black gram,LBG-17,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Black gram,LBG-17,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Black gram,LBG-17,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Black gram,LBG-17,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Black gram,LBG-17,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Black gram,LBG-17,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Black gram,LBG-17,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Black gram,LBG-17,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Black gram,LBG-17,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Black gram,LBG-17,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Black gram,LBG-17,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Black gram,LBG-17,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Black gram,LBG-17,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Black gram,LBG-17,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Black gram,LBG-17,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Black gram,LBG-17,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Green gram,Pusa Vishal,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Green gram,Pusa Vishal,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Green gram,Pusa Vishal,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Green gram,Pusa Vishal,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Green gram,Pusa Vishal,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Green gram,Pusa Vishal,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Green gram,Pusa Vishal,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Green gram,Pusa Vishal,4.72–5.98,Lateritic & Red Loamy
Hebri,Rabi,Green gram,Pusa Vishal,4.65–6.64,Red Loamy (Forest Brown)
Karkala,Rabi,Green gram,Pusa Vishal,4.72–5.98,Lateritic & Red Loamy
Karkala,Rabi,Green gram,Pusa Vishal,4.72–5.98,Lateritic & Red Loamy
